customer_id,age,tenure_months,segment,region,monthly_spend_usd,products_owned,support_tickets_12m,last_campaign,churned,satisfaction_score,credit_score,is_premium,join_date,last_activity_date
C100188,20.0,116.0,SMB,Sur,34.8,3.0,8.0,Ninguna,0,2.98,631.0,Sí,2022-12-11 10:27:45,2029-03-10 10:27:45
C100189,30.0,42.0,Enterprise,Norte,38.75,1.0,3.0,SMS,0,3.73,490.0,No,2021-05-26 11:35:42,2022-04-18 11:35:42
C100190,29.0,9.0,,Austral,88.33,6.0,2.0,Email,0,3.61,678.0,Sí,2017-05-10 00:12:02,2021-03-25 00:12:02
C100191,29.0,46.0,SMB,Austral,102.75,2.0,0.0,SMS,0,4.54,610.0,No,2022-11-30 23:12:31,2029-09-27 23:12:31
C100192,58.0,64.0,SMB,Norte,79.8,2.0,6.0,Email,0,2.98,698.0,No,2021-05-18 22:46:55,2023-07-09 22:46:55
C100193,39.0,12.0,Enterprise,Centro,63.36,7.0,5.0,Llamada,0,3.92,650.0,Sí,2022-05-08 07:35:23,2024-11-16 07:35:23
C100194,40.0,,SMB,Austral,99.54,1.0,4.0,Llamada,0,2.21,543.0,No,2016-08-08 11:41:42,2017-04-20 11:41:42
C100195,20.0,20.0,Residencial,Norte,29.03,2.0,1.0,Llamada,0,3.58,597.0,No,2015-01-30 03:05:41,2019-09-03 03:05:41
C100196,31.0,60.0,SMB,Norte,69.04,2.0,1.0,SMS,1,2.68,580.0,No,2015-07-23 03:31:24,2022-05-25 03:31:24
C100197,40.0,87.0,Residencial,,97.48,2.0,4.0,Email,1,2.38,,Sí,2019-11-10 00:57:02,2023-09-15 00:57:02
C100198,,116.0,Enterprise,Centro,41.02,3.0,3.0,Email,0,1.54,602.0,No,2022-01-29 19:00:23,2025-05-31 19:00:23
C100199,47.0,47.0,Residencial,Centro,78.17,3.0,4.0,,1,5.0,524.0,No,2023-03-22 03:20:45,2029-03-17 03:20:45
C100200,26.0,,Residencial,Austral,68.71,3.0,5.0,,0,2.53,552.0,Sí,2023-08-25 17:03:21,2027-03-07 17:03:21
C100201,35.0,26.0,SMB,Sur,102.35,5.0,4.0,SMS,1,,,Sí,2020-05-22 00:16:15,2023-07-30 00:16:15
C100202,32.0,93.0,SMB,Sur,19.5,1.0,2.0,SMS,0,1.84,683.0,No,2020-09-05 22:34:53,2026-10-14 22:34:53
C100203,40.0,67.0,Residencial,Norte,,1.0,2.0,Ninguna,0,2.68,605.0,,2017-08-12 07:14:34,2019-11-19 07:14:34
C100204,32.0,91.0,SMB,Norte,,3.0,2.0,Llamada,0,2.98,649.0,No,2015-01-04 19:21:21,2021-10-20 19:21:21
C100205,35.0,90.0,Enterprise,Centro,93.57,3.0,5.0,Email,1,3.0,661.0,No,2016-10-01 11:14:15,2018-11-22 11:14:15
C100206,36.0,64.0,SMB,Norte,62.38,4.0,2.0,Llamada,0,,616.0,No,2015-07-02 15:09:06,2019-08-02 15:09:06
C100207,31.0,31.0,Residencial,Centro,114.26,3.0,2.0,SMS,0,,601.0,Sí,2021-03-01 10:08:26,2023-03-01 10:08:26
C100208,43.0,63.0,SMB,Austral,76.04,3.0,3.0,Llamada,0,3.08,612.0,,2019-07-12 17:13:43,2024-07-31 17:13:43
C100209,40.0,99.0,Enterprise,,61.39,1.0,6.0,Ninguna,1,,652.0,No,2021-12-10 02:40:49,2025-05-30 02:40:49
C100210,37.0,116.0,,Norte,105.15,4.0,3.0,Llamada,0,2.08,682.0,Sí,2016-05-01 17:57:54,2018-03-30 17:57:54
C100211,34.0,111.0,SMB,Norte,84.2,4.0,4.0,Ninguna,1,1.46,645.0,No,2023-03-19 15:59:12,2029-02-27 15:59:12
C100212,,22.0,SMB,Centro,73.97,1.0,4.0,SMS,0,2.11,572.0,No,2021-06-23 03:01:50,2028-12-13 03:01:50
C100213,36.0,72.0,Residencial,Norte,26.83,6.0,2.0,SMS,0,,638.0,Sí,2023-02-25 02:10:11,2023-05-17 02:10:11
C100214,,13.0,Enterprise,Norte,59.72,6.0,5.0,Llamada,0,4.29,643.0,Sí,2020-11-01 10:45:23,2025-05-17 10:45:23
C100215,39.0,80.0,Residencial,Sur,119.01,6.0,3.0,Llamada,0,3.88,647.0,Sí,2018-01-20 05:08:01,2023-10-19 05:08:01
C100216,55.0,,,Norte,33.7,4.0,3.0,Email,0,2.25,670.0,No,2020-08-20 05:39:18,2026-05-22 05:39:18
C100217,25.0,,Enterprise,Norte,80.24,2.0,8.0,SMS,0,4.03,439.0,No,2020-06-07 22:38:36,2022-03-13 22:38:36
C100218,46.0,79.0,Enterprise,Austral,101.62,4.0,9.0,Email,0,1.42,632.0,Sí,2016-08-17 16:45:00,2017-07-16 16:45:00
C100219,19.0,113.0,Residencial,Norte,44.71,3.0,3.0,Email,0,3.05,595.0,No,2015-11-30 16:38:43,2020-01-07 16:38:43
C100220,40.0,101.0,Enterprise,Norte,10.05,1.0,8.0,Ninguna,0,2.55,498.0,,2020-11-07 10:29:07,2025-12-10 10:29:07
C100221,54.0,47.0,SMB,Norte,49.99,2.0,1.0,Email,0,3.49,640.0,No,2015-11-07 11:57:41,2018-03-01 11:57:41
C100222,,13.0,Residencial,Sur,135.15,3.0,4.0,Ninguna,0,4.01,607.0,Sí,2015-11-26 19:32:16,2018-11-07 19:32:16
C100223,40.0,110.0,Residencial,Sur,62.28,6.0,5.0,SMS,0,1.81,629.0,Sí,2015-08-23 22:00:44,2019-11-23 22:00:44
C100224,32.0,110.0,SMB,Sur,46.47,1.0,,Llamada,1,1.0,711.0,No,2020-08-07 00:52:30,2024-03-13 00:52:30
C100225,38.0,69.0,SMB,Sur,61.38,1.0,3.0,,0,2.47,711.0,Sí,2023-05-06 12:33:18,2027-03-17 12:33:18
C100226,35.0,117.0,Enterprise,Norte,94.4,5.0,3.0,Llamada,0,,634.0,No,2019-06-22 16:42:56,2024-12-03 16:42:56
C100227,30.0,1.0,Residencial,Centro,57.61,5.0,3.0,Ninguna,0,4.01,623.0,No,2016-05-16 01:05:21,2024-03-29 01:05:21
C100228,35.0,74.0,SMB,Sur,47.06,2.0,5.0,Email,1,1.43,590.0,No,2019-05-05 09:44:56,2025-09-15 09:44:56
C100229,40.0,5.0,Residencial,Sur,101.34,2.0,6.0,SMS,1,,700.0,No,2020-05-04 09:03:36,2020-05-27 09:03:36
C100230,30.0,112.0,Enterprise,Centro,78.33,,6.0,Llamada,1,1.63,628.0,No,2018-11-24 12:12:45,2021-09-09 12:12:45
C100231,,81.0,SMB,Austral,38.07,1.0,9.0,Llamada,0,2.27,535.0,No,2019-10-16 01:15:23,2019-11-13 01:15:23
C100232,24.0,109.0,Enterprise,Austral,,2.0,7.0,Llamada,0,1.48,546.0,Sí,2017-12-03 12:32:35,2024-11-25 12:32:35
C100233,42.0,67.0,SMB,Austral,92.97,3.0,5.0,Llamada,0,1.45,634.0,No,2023-02-26 13:32:38,2028-04-21 13:32:38
C100234,43.0,10.0,Residencial,,84.82,4.0,5.0,,0,,647.0,Sí,2019-11-03 12:29:44,2021-08-03 12:29:44
C100235,40.0,4.0,SMB,Austral,43.2,5.0,4.0,Email,0,3.84,564.0,Sí,2017-10-18 12:54:49,2024-07-03 12:54:49
C100236,48.0,40.0,Residencial,Austral,19.19,3.0,3.0,Ninguna,0,1.94,626.0,No,2015-01-10 04:10:03,2019-07-11 04:10:03
C100237,39.0,89.0,SMB,Sur,55.51,8.0,7.0,SMS,0,2.81,614.0,Sí,2021-02-08 22:08:52,2021-07-08 22:08:52
C100238,42.0,18.0,Residencial,Centro,32.97,4.0,,Llamada,0,4.17,632.0,No,2018-06-03 13:13:15,2019-08-18 13:13:15
C100239,41.0,102.0,,Centro,12.04,,6.0,SMS,0,1.21,607.0,No,2017-03-29 11:57:40,2023-09-17 11:57:40
C100240,37.0,29.0,,Austral,,2.0,3.0,Ninguna,0,3.32,,,2019-04-25 14:29:39,2021-08-16 14:29:39
C100241,33.0,60.0,Residencial,Centro,62.66,5.0,2.0,Ninguna,0,4.12,688.0,Sí,2019-05-14 14:07:08,2023-07-23 14:07:08
C100242,60.0,25.0,SMB,Sur,50.54,1.0,2.0,Email,0,2.77,570.0,No,2022-03-25 11:04:35,2029-05-21 11:04:35
C100243,33.0,56.0,Enterprise,Sur,104.54,1.0,5.0,Ninguna,0,2.32,574.0,,2019-11-19 10:38:53,2022-03-12 10:38:53
C100244,31.0,54.0,Residencial,Centro,55.37,1.0,0.0,Email,0,3.91,568.0,No,2021-04-23 01:36:10,2021-05-26 01:36:10
C100245,,1.0,Residencial,Centro,81.75,3.0,8.0,SMS,0,3.51,698.0,,2020-10-27 23:30:43,2021-06-28 23:30:43
C100246,41.0,68.0,Enterprise,Norte,75.23,1.0,2.0,Ninguna,0,3.71,583.0,No,2022-08-25 04:00:33,2029-12-19 04:00:33
C100247,24.0,94.0,Residencial,Sur,59.54,1.0,4.0,Email,0,2.85,682.0,No,2015-01-21 09:52:04,2019-11-07 09:52:04
C100248,49.0,112.0,SMB,Norte,75.61,1.0,9.0,Email,0,1.97,687.0,No,2018-05-21 21:24:54,2021-01-03 21:24:54
C100249,37.0,40.0,SMB,Norte,68.69,1.0,,Llamada,0,3.43,556.0,No,2021-06-09 12:41:24,2022-01-24 12:41:24
C100250,,105.0,SMB,Centro,82.31,4.0,2.0,,0,,475.0,Sí,2016-04-08 03:45:18,2021-10-30 03:45:18
C100251,50.0,105.0,SMB,Sur,155.54,5.0,2.0,Email,0,3.67,713.0,Sí,2018-12-23 09:58:24,2019-04-17 09:58:24
C100252,44.0,118.0,Enterprise,Centro,85.16,1.0,4.0,Llamada,0,1.73,579.0,,2018-08-11 06:32:32,2019-05-05 06:32:32
C100253,25.0,45.0,SMB,Austral,34.4,3.0,3.0,SMS,0,2.99,548.0,No,2022-04-02 03:18:13,2026-12-31 03:18:13
C100254,56.0,102.0,Enterprise,Austral,71.2,,4.0,SMS,0,2.32,565.0,No,2023-09-01 13:50:54,2028-10-16 13:50:54
C100255,45.0,68.0,SMB,Centro,63.96,10.0,3.0,Llamada,0,3.75,625.0,Sí,2015-12-16 12:22:04,2020-07-05 12:22:04
C100256,,7.0,SMB,Austral,97.99,8.0,0.0,,0,2.81,,Sí,2016-12-05 11:52:30,2024-03-13 11:52:30
C100257,54.0,33.0,Residencial,Norte,28.91,4.0,5.0,Llamada,0,3.99,610.0,No,2021-12-19 19:57:23,2024-02-12 19:57:23
C100258,40.0,,SMB,Norte,37.62,4.0,4.0,Llamada,1,3.02,677.0,No,2016-07-28 10:06:03,2021-01-04 10:06:03
C100259,38.0,20.0,Residencial,Centro,72.49,2.0,5.0,Ninguna,1,,630.0,No,2019-06-22 11:28:31,2021-12-01 11:28:31
C100260,31.0,52.0,Residencial,Austral,87.39,3.0,1.0,Ninguna,0,3.97,581.0,No,2023-07-02 00:52:44,2026-05-24 00:52:44
C100261,44.0,93.0,Enterprise,Sur,96.36,7.0,1.0,Email,0,4.88,627.0,Sí,2023-10-11 19:22:15,2024-12-23 19:22:15
C100262,43.0,18.0,Residencial,Sur,85.36,4.0,3.0,Llamada,0,4.12,634.0,No,2023-07-20 09:31:56,2029-11-22 09:31:56
C100263,38.0,60.0,Residencial,Sur,73.82,4.0,3.0,Llamada,0,4.08,649.0,No,2016-03-17 18:36:46,2021-10-31 18:36:46
C100264,30.0,26.0,SMB,Centro,90.61,5.0,3.0,Email,0,3.62,710.0,Sí,2016-05-05 12:59:49,2022-01-15 12:59:49
C100265,39.0,64.0,Enterprise,Austral,49.94,2.0,4.0,Llamada,1,1.26,584.0,No,2016-08-01 13:32:50,2017-09-20 13:32:50
C100266,37.0,29.0,SMB,Austral,83.04,1.0,,Llamada,0,1.45,591.0,No,2021-12-04 04:35:50,2022-11-12 04:35:50
C100267,25.0,115.0,SMB,Centro,89.07,1.0,6.0,Email,0,2.48,615.0,No,2016-08-11 11:06:44,2022-11-11 11:06:44
C100268,23.0,10.0,Enterprise,Sur,60.73,1.0,5.0,SMS,0,2.77,577.0,No,2022-05-13 22:58:16,2027-09-07 22:58:16
C100269,44.0,115.0,Residencial,Sur,57.43,2.0,10.0,SMS,0,1.43,512.0,No,2019-06-06 21:54:48,2019-08-31 21:54:48
C100270,18.0,95.0,Residencial,Sur,101.33,1.0,,SMS,0,2.39,552.0,No,2023-06-19 17:45:51,2028-10-10 17:45:51
C100271,40.0,102.0,Residencial,Norte,62.06,1.0,5.0,Ninguna,0,2.93,586.0,No,2019-06-28 04:30:37,2027-04-28 04:30:37
C100272,33.0,102.0,Residencial,Norte,66.08,1.0,5.0,Email,0,1.07,640.0,No,2018-06-02 05:50:29,2024-06-05 05:50:29
C100273,51.0,23.0,Enterprise,Austral,77.37,3.0,,Llamada,0,2.77,676.0,No,2023-09-19 00:53:44,2025-12-07 00:53:44
C100274,33.0,111.0,SMB,Norte,79.61,10.0,0.0,Llamada,0,4.05,569.0,,2019-12-04 03:42:59,2022-06-14 03:42:59
C100275,45.0,71.0,SMB,Sur,40.82,1.0,9.0,SMS,0,,544.0,No,2016-08-29 23:32:45,2022-09-03 23:32:45
C100276,34.0,115.0,Enterprise,Austral,71.2,3.0,6.0,SMS,0,3.03,559.0,No,2020-09-16 11:01:02,2023-12-01 11:01:02
C100277,39.0,105.0,Residencial,Sur,63.46,1.0,4.0,Email,1,1.91,648.0,No,2021-12-16 01:27:06,2027-11-06 01:27:06
C100278,45.0,69.0,SMB,Norte,129.01,2.0,6.0,Email,0,3.6,598.0,Sí,2022-07-19 01:53:06,2030-03-22 01:53:06
C100279,33.0,45.0,SMB,Austral,103.44,7.0,0.0,SMS,0,4.34,624.0,Sí,2015-01-19 15:37:08,2018-04-17 15:37:08
C100280,48.0,14.0,SMB,Norte,45.57,4.0,4.0,Email,0,3.93,515.0,No,2015-12-23 06:13:15,2020-07-23 06:13:15
C100281,,13.0,Enterprise,Sur,82.1,3.0,3.0,Ninguna,0,4.09,629.0,No,2020-08-28 05:47:38,2024-07-28 05:47:38
C100282,41.0,47.0,SMB,Centro,69.81,,7.0,Llamada,1,,570.0,No,2021-09-04 15:53:23,2025-09-27 15:53:23
C100283,47.0,97.0,SMB,Sur,94.56,2.0,2.0,,0,3.43,561.0,No,2020-11-15 08:27:36,2021-06-23 08:27:36
C100284,45.0,61.0,,Centro,49.42,3.0,2.0,SMS,1,2.02,584.0,No,2018-06-12 08:44:09,2026-05-02 08:44:09
C100285,57.0,58.0,SMB,,69.75,3.0,4.0,Ninguna,0,3.05,668.0,No,2021-10-13 10:22:31,2026-02-08 10:22:31
C100286,30.0,30.0,,,58.71,1.0,3.0,Email,0,3.33,540.0,No,2020-03-18 19:34:40,2022-01-17 19:34:40
C100287,24.0,68.0,Residencial,Sur,62.95,2.0,2.0,Llamada,0,,550.0,No,2023-05-02 15:19:07,2027-12-02 15:19:07
C100288,28.0,76.0,SMB,Austral,43.12,5.0,,Email,0,2.94,675.0,No,2018-04-23 13:08:48,2021-06-27 13:08:48
C100289,45.0,117.0,Enterprise,Austral,76.93,1.0,6.0,Ninguna,0,1.47,585.0,No,2021-10-13 20:32:37,2028-05-08 20:32:37
C100290,43.0,87.0,Enterprise,Centro,95.55,4.0,6.0,SMS,1,1.72,670.0,Sí,2016-04-17 14:18:45,2022-05-14 14:18:45
C100291,39.0,73.0,Enterprise,Austral,95.85,3.0,3.0,SMS,0,3.46,624.0,No,2021-08-03 13:22:29,2024-08-22 13:22:29
C100292,27.0,,SMB,Austral,84.19,8.0,2.0,SMS,0,2.88,648.0,Sí,2021-08-01 22:43:36,2027-04-14 22:43:36
C100293,46.0,51.0,SMB,Sur,,3.0,2.0,SMS,0,3.92,579.0,No,2017-04-14 04:47:22,2017-07-19 04:47:22
C100294,26.0,,Residencial,Sur,105.13,5.0,8.0,Llamada,1,,680.0,Sí,2015-07-22 15:53:52,2023-04-13 15:53:52
C100295,50.0,45.0,Residencial,Norte,66.14,6.0,7.0,Email,0,2.09,700.0,Sí,2023-12-08 11:08:20,2028-01-07 11:08:20
C100296,67.0,16.0,SMB,Sur,113.58,4.0,2.0,Email,0,4.51,715.0,Sí,2015-09-09 11:38:33,2020-12-01 11:38:33
C100297,42.0,50.0,Enterprise,Norte,109.44,8.0,0.0,Email,0,2.97,579.0,Sí,2019-03-20 15:50:03,2024-05-15 15:50:03
C100298,44.0,16.0,SMB,Norte,118.28,8.0,1.0,Llamada,0,3.95,728.0,Sí,2015-01-04 16:14:26,2017-07-06 16:14:26
C100299,33.0,15.0,SMB,Austral,71.17,3.0,7.0,Ninguna,0,,559.0,No,2018-10-04 03:48:13,2024-04-09 03:48:13
C100300,20.0,105.0,SMB,Centro,70.98,5.0,3.0,Email,0,4.23,605.0,Sí,2022-05-22 11:54:33,2025-07-26 11:54:33
C100301,32.0,95.0,Residencial,Sur,65.42,2.0,3.0,Ninguna,0,1.66,590.0,,2019-07-08 16:07:04,2024-12-15 16:07:04
C100302,27.0,27.0,SMB,Austral,74.0,8.0,,,0,2.83,650.0,No,2017-02-27 00:44:23,2017-11-15 00:44:23
C100303,24.0,100.0,SMB,Sur,49.37,2.0,6.0,Email,0,2.5,612.0,No,2018-07-19 06:19:32,2019-09-18 06:19:32
C100304,55.0,9.0,SMB,Austral,117.37,8.0,3.0,Email,1,2.73,635.0,Sí,2015-10-31 12:56:58,2023-03-20 12:56:58
C100305,41.0,34.0,SMB,Austral,79.01,3.0,2.0,SMS,0,3.36,650.0,,2020-05-05 06:52:50,2026-03-23 06:52:50
C100306,42.0,85.0,SMB,Centro,40.35,,6.0,Email,0,4.0,588.0,No,2015-01-14 11:46:33,2016-01-24 11:46:33
C100307,35.0,37.0,Enterprise,Austral,108.44,6.0,7.0,Llamada,0,2.59,546.0,No,2018-02-23 05:11:04,2019-11-09 05:11:04
C100308,36.0,87.0,Enterprise,Austral,63.56,2.0,7.0,SMS,1,2.89,538.0,No,2015-07-19 12:28:17,2019-11-28 12:28:17
C100309,48.0,105.0,SMB,Centro,36.39,2.0,5.0,SMS,1,1.0,625.0,No,2017-02-27 16:46:09,2017-03-16 16:46:09
C100310,38.0,8.0,SMB,Austral,,1.0,4.0,Llamada,1,3.28,595.0,No,2015-08-10 15:39:39,2018-10-25 15:39:39
C100311,43.0,3.0,,Norte,97.72,2.0,2.0,Email,0,3.09,517.0,No,2023-05-09 07:39:42,2025-12-17 07:39:42
C100312,36.0,112.0,SMB,Norte,109.55,1.0,6.0,Ninguna,1,1.54,631.0,No,2021-12-12 15:48:10,2023-01-07 15:48:10
C100313,35.0,62.0,SMB,Sur,87.37,2.0,5.0,Llamada,0,3.75,571.0,No,2023-05-08 18:31:59,2025-09-29 18:31:59
C100314,24.0,61.0,Residencial,Sur,98.85,3.0,2.0,Email,0,2.5,696.0,No,2021-02-23 06:42:22,2023-06-28 06:42:22
C100315,18.0,56.0,Enterprise,Sur,90.29,1.0,6.0,SMS,1,2.68,496.0,No,2019-06-20 03:48:29,2020-01-01 03:48:29
C100316,35.0,52.0,SMB,,76.0,10.0,9.0,Email,0,2.54,569.0,No,2016-07-26 02:15:15,2021-08-19 02:15:15
C100317,39.0,83.0,SMB,,90.87,4.0,7.0,Ninguna,0,1.24,588.0,Sí,2023-08-29 13:52:46,2025-11-01 13:52:46
C100318,25.0,69.0,SMB,Austral,74.14,2.0,7.0,SMS,1,1.69,521.0,No,2023-04-04 21:18:56,2023-07-04 21:18:56
C100319,38.0,20.0,SMB,Austral,,8.0,2.0,Ninguna,0,4.46,621.0,Sí,2018-09-28 11:05:43,2018-12-01 11:05:43
C100320,39.0,75.0,Residencial,Norte,,6.0,7.0,Ninguna,1,,,Sí,2017-01-11 14:05:53,2024-10-01 14:05:53
C100321,18.0,80.0,Enterprise,Centro,81.56,5.0,5.0,SMS,0,1.91,609.0,No,2018-06-27 07:32:39,2019-06-07 07:32:39
C100322,29.0,14.0,SMB,Norte,98.04,3.0,5.0,Llamada,0,2.9,,No,2018-07-19 11:07:23,2025-10-24 11:07:23
C100323,42.0,45.0,SMB,Sur,54.55,5.0,3.0,SMS,0,,490.0,No,2023-04-02 20:53:28,2024-07-31 20:53:28
C100324,,95.0,SMB,Centro,73.57,3.0,4.0,,0,3.54,547.0,Sí,2015-08-08 18:49:46,2016-04-11 18:49:46
C100325,26.0,74.0,SMB,Centro,94.85,3.0,6.0,Ninguna,1,2.56,598.0,Sí,2020-09-11 09:33:23,2025-01-20 09:33:23
C100326,40.0,17.0,Enterprise,Centro,67.12,10.0,0.0,SMS,0,4.8,612.0,Sí,2021-12-01 04:39:12,2028-11-09 04:39:12
C100327,48.0,,SMB,Centro,29.68,2.0,4.0,Ninguna,0,2.68,587.0,No,2021-11-11 09:28:12,2022-06-08 09:28:12
C100328,46.0,70.0,Residencial,Norte,87.6,2.0,2.0,Llamada,0,3.61,,No,2016-09-27 01:29:08,2019-05-14 01:29:08
C100329,37.0,55.0,Residencial,Norte,51.56,1.0,4.0,Email,1,1.63,594.0,No,2018-09-18 16:32:07,2024-09-23 16:32:07
C100330,33.0,115.0,Residencial,Sur,86.21,2.0,6.0,SMS,0,3.62,692.0,Sí,2018-01-29 07:39:19,2018-08-14 07:39:19
C100331,,63.0,Residencial,Austral,50.67,1.0,3.0,Email,0,2.4,697.0,No,2018-08-30 19:32:50,2020-01-07 19:32:50
C100332,43.0,111.0,Residencial,Sur,,5.0,4.0,Email,0,1.76,536.0,Sí,2015-10-14 05:20:57,2018-03-25 05:20:57
C100333,40.0,26.0,Residencial,Austral,104.39,3.0,3.0,Llamada,0,3.34,602.0,Sí,2015-10-01 19:39:45,2022-03-13 19:39:45
C100334,44.0,,SMB,Norte,55.44,2.0,3.0,Email,0,3.11,549.0,No,2015-03-21 09:28:09,2021-09-06 09:28:09
C100335,39.0,17.0,SMB,Austral,33.76,4.0,3.0,,0,,609.0,No,2023-09-13 16:29:29,2029-05-15 16:29:29
C100336,46.0,69.0,SMB,Sur,52.13,2.0,4.0,SMS,1,3.21,527.0,No,2018-10-02 00:02:37,2024-01-28 00:02:37
C100337,39.0,23.0,Enterprise,Sur,,6.0,4.0,SMS,1,3.05,751.0,Sí,2017-01-19 07:13:37,2017-04-05 07:13:37
C100338,46.0,59.0,Enterprise,Norte,67.79,1.0,1.0,Email,0,,603.0,No,2022-03-06 23:45:48,2024-01-31 23:45:48
C100339,47.0,41.0,SMB,Sur,87.01,5.0,4.0,Email,0,3.79,643.0,Sí,2019-06-13 15:44:24,2026-10-25 15:44:24
C100340,30.0,23.0,Residencial,Centro,71.16,5.0,4.0,SMS,1,3.12,696.0,,2018-04-13 06:02:01,2024-01-11 06:02:01
C100341,20.0,12.0,Residencial,Austral,103.44,10.0,3.0,Email,0,3.28,649.0,Sí,2016-01-12 17:22:30,2017-12-15 17:22:30
C100342,53.0,61.0,Enterprise,Austral,84.17,7.0,5.0,Llamada,0,3.33,674.0,Sí,2018-06-22 21:18:31,2024-02-17 21:18:31
C100343,41.0,113.0,SMB,Austral,72.9,,5.0,SMS,0,2.77,555.0,No,2020-10-27 12:52:35,2026-08-11 12:52:35
C100344,,24.0,SMB,Austral,57.36,7.0,1.0,Email,0,5.0,,Sí,2020-08-11 05:31:38,2026-07-20 05:31:38
C100345,31.0,49.0,Enterprise,Sur,147.25,6.0,3.0,SMS,0,4.16,613.0,Sí,2018-07-08 19:22:57,2026-05-08 19:22:57
C100346,,27.0,SMB,Norte,81.34,,2.0,Email,0,4.41,781.0,,2020-07-08 02:00:07,2024-11-02 02:00:07
C100347,35.0,97.0,Enterprise,Centro,69.23,3.0,4.0,Email,0,5.0,638.0,No,2021-11-28 07:18:35,2022-05-21 07:18:35
C100348,33.0,50.0,SMB,Austral,77.66,5.0,2.0,Llamada,0,3.36,616.0,,2023-05-16 20:59:34,2029-12-01 20:59:34
C100349,52.0,116.0,SMB,Sur,50.97,3.0,2.0,Email,1,2.68,541.0,No,2016-03-01 14:21:51,2016-04-13 14:21:51
C100350,28.0,30.0,SMB,Austral,64.84,1.0,3.0,Email,0,3.73,655.0,No,2016-06-02 08:39:30,2021-07-18 08:39:30
C100351,30.0,10.0,Enterprise,Austral,,4.0,2.0,SMS,1,2.39,519.0,No,2015-02-05 07:17:50,2021-06-18 07:17:50
C100352,40.0,70.0,SMB,Sur,37.33,3.0,4.0,SMS,0,2.3,506.0,No,2020-01-09 11:33:22,2021-01-09 11:33:22
C100353,42.0,78.0,Residencial,Norte,72.96,4.0,1.0,Ninguna,0,2.16,566.0,No,2016-11-29 07:39:05,2023-04-15 07:39:05
C100354,43.0,118.0,,Austral,25.29,2.0,5.0,Ninguna,1,2.8,717.0,No,2017-01-13 03:49:37,2023-07-06 03:49:37
C100355,47.0,104.0,Residencial,Norte,110.23,2.0,4.0,Llamada,1,2.2,714.0,No,2021-07-08 22:14:46,2026-09-29 22:14:46
C100356,40.0,106.0,SMB,Norte,103.51,2.0,5.0,SMS,1,2.86,623.0,Sí,2017-11-16 18:55:39,2020-06-18 18:55:39
C100357,43.0,76.0,SMB,Norte,99.26,4.0,4.0,SMS,0,4.02,610.0,Sí,2022-06-16 07:49:20,2024-01-26 07:49:20
C100358,35.0,43.0,Residencial,Norte,16.63,4.0,2.0,Email,0,3.75,502.0,No,2016-03-26 10:39:57,2021-11-13 10:39:57
C100359,39.0,52.0,Residencial,Centro,43.33,1.0,4.0,Ninguna,0,2.73,605.0,No,2018-01-26 23:14:17,2019-04-29 23:14:17
C100360,39.0,16.0,Enterprise,Austral,118.93,6.0,9.0,SMS,0,3.04,640.0,Sí,2015-06-19 13:04:47,2020-11-10 13:04:47
C100361,40.0,52.0,Residencial,Austral,168.2,3.0,2.0,,0,3.9,647.0,No,2019-10-28 14:03:25,2021-03-06 14:03:25
C100362,46.0,44.0,SMB,Centro,93.91,1.0,7.0,Llamada,0,3.66,635.0,No,2016-02-15 08:56:00,2018-10-22 08:56:00
C100363,44.0,5.0,Residencial,Centro,88.57,1.0,2.0,Llamada,0,1.9,588.0,No,2017-02-27 22:10:06,2021-03-17 22:10:06
C100364,38.0,25.0,SMB,Centro,98.03,3.0,6.0,SMS,0,3.27,663.0,Sí,2021-08-14 12:34:15,2022-11-29 12:34:15
C100365,,64.0,Residencial,,40.55,3.0,4.0,Email,0,2.91,558.0,No,2022-12-04 00:24:22,2029-04-11 00:24:22
C100366,,,Residencial,Norte,110.35,4.0,3.0,Ninguna,0,4.06,682.0,Sí,2019-11-28 20:23:59,2025-06-18 20:23:59
C100367,38.0,119.0,Residencial,Norte,,2.0,1.0,Email,0,3.43,620.0,Sí,2023-09-08 15:15:40,2023-10-25 15:15:40
C100368,40.0,57.0,Residencial,Norte,32.96,4.0,6.0,Ninguna,0,3.09,608.0,No,2021-10-23 04:17:12,2028-08-06 04:17:12
C100369,60.0,115.0,Enterprise,Austral,53.34,3.0,0.0,SMS,0,3.18,673.0,Sí,2021-10-10 21:55:57,2027-07-04 21:55:57
C100370,33.0,79.0,Enterprise,,109.02,10.0,5.0,Ninguna,1,3.07,654.0,Sí,2023-12-01 02:48:24,2030-08-13 02:48:24
C100371,42.0,5.0,SMB,Austral,62.99,3.0,5.0,Ninguna,0,2.74,648.0,No,2015-10-20 04:05:44,2020-08-10 04:05:44
C100372,49.0,25.0,Residencial,Norte,62.69,3.0,1.0,SMS,1,2.91,506.0,No,2017-02-02 05:32:04,2022-02-05 05:32:04
C100373,39.0,84.0,Enterprise,Sur,60.1,1.0,6.0,Ninguna,0,2.58,516.0,No,2018-12-07 19:24:38,2021-12-30 19:24:38
C100374,61.0,65.0,SMB,Austral,34.37,3.0,4.0,Email,1,2.72,584.0,No,2020-07-25 11:11:06,2022-05-20 11:11:06
C100375,34.0,,Residencial,Norte,43.63,4.0,3.0,Email,1,1.34,513.0,No,2023-11-30 19:00:43,2025-10-17 19:00:43
